name,rank,charter,consolidated_assets
TIOGA ST BK NA/TSB SVC ,1284,NAT,570
PREMIER BK/PREMIER HOLDS ,1285,SNM,570
LUZERNE BK/PENNS WOODS BC ,1286,SNM,570
WOODTRUST BK/WOODTRUST FC ,1287,SMB,569
COMMERCIAL BK/COMMERCIAL NAT FC ,1288,SNM,569
FIRSTBANK/FIRST ANTLERS BC ,1289,SMB,569
DMB CMNTY BK/DMB CORP ,1290,SNM,569
GREENVILLE NB/GREENVILLE NAT BC ,1291,NAT,569
TOUCHSTONE BK/TOUCHSTONE BSHRS ,1292,SMB,569
WESTERN ST BK/WHITCORP FC ,1293,SNM,569
FIRST BK/FIRST BURKBURNETT BSHRS ,1294,SNM,568
NEW OMNI BK NA/CKH CAP ,1295,NAT,568
SCHERTZ B&TC/SCHERTZ BSHRS CORP ,1296,SNM,568
FORTRESS BK/FIRST ST BC ,1297,SNM,568
FREEDOM BK/FREEDOM BC ,1298,SNM,567
FIRST ST BK/VAN DIEST INV CO ,1299,SNM,567
SOUTH OTTUMWA SVG BK/CORNERSTONE FS GRP ,1300,SNM,567
AMERICAN NATION BK/AMCORP FNCL ,1301,SMB,566
COMMUNITY ST BK/COMMUNITY ST BK ESOP & TR ,1302,SNM,566
SOUTHEASTERN BK/SOUTHEASTERN BKG CORP ,1303,SNM,565
NORTHWESTERN BK/NW BSHRS ,1304,SMB,565
AMERICAN BK&TR CO/FIRST BRECKINRIDGE BSHRS ,1305,SNM,564
COMMUNITY BK/COMMUNITYBANC ,1306,SNM,563
CROWN BK/ ,1307,SNM,562
1ST BK YUMA/WESTERN AZ BC ,1308,SNM,562
MUNCY B&TC/MUNCY BK FNCL ,1309,SNM,561
ANDOVER BK/ANDOVER BC ,1310,SMB,561
FIRST BK UPPER MICHIGAN/FIRST BSHRS CORP ,1311,SNM,560
FIRST CMNTY BK/COASTAL BEND BSHRS ,1312,SNM,557
SOUTH GA BKG CO/SOUTH GA BHC ,1313,SNM,557
MARIES CTY BK/MARIES CTY BC ,1314,SNM,556
MACON B&TC/MACON BANCTRUST ,1315,SNM,555
COMMUNITY NB/COMMUNITY BSHRS ,1316,NAT,554
BANK OF SC/BANK OF SC CORP ,1317,SNM,554
FIRST NB/FIRST NAT BSHRS ,1318,NAT,553
FIRST BK/PIONEER BC ,1319,SNM,553
SOLERA NB/SOLERA NAT BC ,1320,NAT,551
UNITED VALLEY BK/FIRST HC OF CAVALIER ,1321,SNM,550
PEOPLES ST BK/ ,1322,SNM,550
PLATTE VALLEY BK/PLATTE VALLEY FS CO ,1323,SMB,548
CLEAR LAKE B&TC/ARNESON BSHRS ,1324,SMB,548
FRONTIER ST BK/ ,1325,SNM,548
COMMUNITY B&TC WACO TX/COMMUNITY CO ,1326,SNM,547
REDWOOD CAP BK/REDWOOD CAP BC ,1327,SNM,547
NEW TRIPOLI BK/NEW TRIPOLI BC ,1328,SMB,547
BANKERS BK OF THE WEST/BANKERS BK OF THE WEST BC ,1329,SMB,547
TEXAS CITIZENS BK NA/TEXAS CITIZENS BC ,1330,NAT,547
FIRST ST BK OF BLAKELY/FIRST ST BSHRS OF BLAKELY ,1331,SNM,547
FIRST NB&TC/FIRST OF MCALESTER CORP ,1332,NAT,547
ACCESSBANK TX/ACCESS BC ,1333,SNM,546
CAPITAL BK/JSA FAM LP ,1334,SNM,546
CAPITAL BK/JANE AUSTIN CHAPMAN LP ,1334,SNM,NA
PROMISEONE BK/PROMISEONE BC ,1335,SNM,545
PRIMEBANK/PRIMEBANK ,1336,SMB,544
AMERICAN BK NA/AMERICAN NAT BSHRS ,1337,NAT,544
CUSB BK/HOW-WIN DEV CO ,1338,SMB,543
SOUTHWEST NB/REPUBLIC FC ,1339,NAT,542
FOUNTAIN TC/PIPER HOLD ,1340,SNM,542
FIRST NEIGH BK NA/FIRST NEIGH BSHRS ESOP ,1341,NAT,542
GRAND VALLEY BK/SAGEBRUSH PTNR LLLP ,1342,SNM,542
GRAND VALLEY BK/PORTER MNT III LLLP ,1342,SNM,NA
PENDLETON CMNTY BK/ALLEGHENY BSHRS ,1343,SNM,540
AMERICAN ST BK/STEELE BSHRS ,1344,SMB,540
FREEDOM BK OF SOUTHERN MO/FREEDOM BSHRS OF SOUTHERN MO ,1345,SNM,539
HERRING BK/HERRING BC ,1346,SNM,539
FREEDOM BK/FREEDOM BC ,1347,SNM,539
MAUCH CHUNK TC/MAUCH CHUNK TR FC ,1348,SNM,538
PEOPLES NB OF KEWANEE/PEOPLES FNCL CORP OF IL ,1349,NAT,538
HORIZON CMTY BK/HORIZON BC ,1350,SNM,538
BANK OF OLD MONROE/CUIVRE RIVER BSHRS ,1351,SNM,537
CORNERSTONE CMNTY BK/CORNERSTONE CMNTY BC ,1352,SMB,537
SAGE CAP BK/ANB BSHRS ,1353,SNM,537
WOODLANDS BK/WOODLANDS FS CO ,1354,SMB,537
MIDSOUTH BK/MIDSOUTH BC ,1355,SNM,536
STONE BK/STONE BSHRS ,1356,SNM,536
FIRST OPTION BK/OSAWATOMIE AGY ,1357,SMB,536
IXONIA BK/IXONIA BSHRS ,1358,SNM,536
EASTERN COLORADO BK/WEED INV GROUP ,1359,SNM,536
FIRST ST B&TC/MURPHY-PAYNE INV ,1360,SNM,536
FIRST LIBERTY BK/FIRST LIBERTY HOLD LLC ,1361,SNM,535
MOUNTAIN PACIFIC BK/MOUNTAIN PACIFIC BC ,1362,SNM,534
MAIN ST BK CORP/MAIN ST FS CORP ,1363,SNM,533
PEOPLES B&T/PEOPLE FIRST BSHRS ,1364,SNM,533
TITAN BK NA/BMC BSHRS ,1365,NAT,532
WESTERN STS BK/WESTERN STS BC ,1366,SNM,532
T BK NA/TECTONIC FNCL ,1367,NAT,532
COUNTY BK/CB FNCL CORP ,1368,SNM,532
HIAWATHA NB/LAKE SHORE III CORP ,1369,NAT,531
FIRST NB/FIRST SONORA BSHRS ,1370,NAT,530
FLORIDA CAP BK NA/FLORIDA CAP GRP ,1371,NAT,530
EXCHANGE B&TC/EXCHANGE BSHRS CORP OF KS ,1372,SNM,529
CHARLOTTE ST B&TC/CREWS BKG CORP ,1373,SNM,529
METAIRIE B&TC/MBT BSHRS ,1374,SNM,528
WEST PLAINS B&TC/WEST PLAINS BSHRS ,1375,SNM,528
CITIZENS NB/CENTRAL TX FNCL CORP ,1376,NAT,528
FIRST KENTUCKY BK INC/EXCHANGE BSHRS ,1377,SNM,528
FIRST NB OF EAST ARKANSAS/BANCSHARES OF EASTERN AR ,1378,NAT,528
CAPITOL BK/CAPITOL BSHRS ,1379,SNM,528
EMPIRE ST BK/ES BANCSHARES ,1380,SMB,528
TRUPOINT BK/MINERS & MRCH BC ,1381,SMB,527
COMMUNITY BK/COMMUNITY BSHRS ,1382,SNM,526
PROFINIUM/PROFINIUM FNCL HOLD ,1383,SMB,526
CITIZENS B&TC/CITIZENS BC OF VA ,1384,SMB,526
FIRST BK OF GREENWICH/FIRST GREENWICH FNCL ,1385,SNM,526
COMMUNITY FIRST BK/COMMUNITY FIRST BSHRS ,1386,SNM,525
WASHINGTON CTY BK/BLAIR HOLDS ,1387,SNM,523
MIFFLINBURG B&TC/MIFFLINBURG BC ,1388,SNM,523
MAGNOLIA BK/MAGNOLIA BSHRS ,1389,SNM,523
NORTH SALEM ST BK/NORTH SALEM ST BC ,1390,SNM,522
SUNSTATE BK/ ,1391,SNM,522
BANK GEORGE/GBANK FNCL HOLDS ,1392,SNM,521
GULF COAST BK/GULF COAST BSHRS ,1393,SNM,521
BANK OF OCEAN CITY/ ,1394,SNM,520
INTRACOASTAL BK/INTRACOASTAL BC ,1395,SNM,520
PREMIERBANK/FIRST AMER BSHRS ,1396,SNM,518
COMMUNITY FIRST BK/BOSCOBEL BC ,1397,SMB,517
ARBOR BK/OAKLAND FS ,1398,SNM,517
LIBERTY NB/LIBERTY FS ,1399,NAT,517
FIRST NORTHERN BK OF WY/FIRST NAT BUFFALO BSHRS ,1400,SMB,516
OCONEE ST BK/OCONEE FC ,1401,SNM,516
NATIONAL BK OF MIDDLEBURY/MIDDLEBURY NAT CORP ,1402,NAT,516
SOUTHTRUST BK NA/LIVE OAK BSHRS CORP ,1403,NAT,515
PEOPLES BK/PEOPLES CORP ,1404,SNM,515
WNB FNCL NA/WNB HC ,1405,NAT,514
DEMOTTE ST BK/DEMOTTE BC ,1406,SMB,513
SUSQUEHANNA CMNTY BK/SUSQUEHANNA CMNTY FNCL ,1407,SNM,513
FSNB NA/JRMB II ,1408,NAT,513
FORTIFI BK/FIRST BERLIN BC ,1409,SNM,513
TRADITIONS BK/TRADITIONS BSHRS ,1410,SNM,512
MERCER CTY ST BK/MERCER CTY ST BC ,1411,SNM,512
ENDEAVOR BK/ ,1412,SNM,512
AMERICAN BK OF MO/EVERGREEN BSHRS ,1413,SNM,510
PRIME ALLI BK/ ,1414,SNM,510
FIRST ST BK/FIRST ST BSHRS ,1415,SNM,510
HOMETOWN BK OF AL/HOMETOWN BC OF AL ,1416,SNM,509
HARFORD BK/ ,1417,SNM,508
BANK OF SUN PRAIRIE/BOSP BSHRS ,1418,SNM,508
FRONTIER BK OF TX/FRONTIER CMNTY BSHRS ,1419,SNM,507
RIVER VALLEY CMNTY BK/RIVER VALLEY CMNTY BC ,1420,SNM,507
FIRST WESTERN BK/FIRST WESTERN BSHRS ESOT ,1421,SMB,507
FIRST CMNTY BK OF CENT AL/CENTRAL AL BSHRS ,1422,SNM,506
BANK OF MARION/SOUTHWEST VA BSHRS ,1423,SMB,506
M1 BK/M1 BSHRS ,1424,SNM,506
WELLINGTON ST BK/WSB BSHRS ,1425,SMB,506
CNB BK INC/CNB FS ,1426,SNM,505
PEOPLES BK/PEOPLES BSHRS ,1427,SMB,505
GENOA BKG CO/GENBANC ,1428,SMB,504
FIRST NB OF LAS ANIMAS/FIRST BSHRS ,1429,NAT,502
FIRST CMRC BK/FIRST CMRC BC ,1430,SNM,502
COMMUNITY SVGS BK/COMMUNITY FC ,1431,SNM,501
CITIZENS ST BK/GOERING MGMT CO LLC ,1432,SNM,501
FIDELITY BK/CARLSON BSHRS ,1433,SMB,500
CLASSIC BK NA/CAMERON FC ,1434,NAT,500
MIDAMERICA NB/MIDAMERICA NAT BSHRS ,1435,NAT,500
LAKE ELMO BK/LAKE ELMO BSHRS ,1436,SNM,499
JONAH BK/JONAH BSHRS ,1437,SMB,499
SPRINGS VALLEY B&TC/SVB&T CORP ,1438,SNM,499
BARABOO ST BK/BARABOO BC ,1439,SMB,498
AMERICAN HERITAGE NB/AMERICAN HERITAGE HC ,1440,NAT,498
BANK OF HILLSBORO NA/COUNTRY BANCORP ,1441,NAT,498
FIRST CENTURY BK/CLAIBORNE HC ,1442,SNM,497
FIRST CHATHAM BK/FCB FNCL CORP ,1443,SNM,497
MRV BKS/MRV FNCL CORP ,1444,SNM,496
CNB BK/CARLSBAD BC ,1445,SNM,496
PARAGON BK/PARAGON FNCL SOLUTIONS ,1446,SNM,496
MILLENNIUM BK/PBD HOLDS LLC ,1447,SNM,495
RANGE BK NA/RANGE FC ,1448,NAT,495
EASTERN MI BK/EASTERN MI FC ,1449,SMB,494
FARMERS T&SB/EASTER ENT ,1450,SNM,494
BANK OF LUXEMBURG/LUXEMBURG BSHRS ,1451,SNM,493
FRIENDSHIP ST BK/FRIENDSHIP BC ,1452,SMB,493
CITIZENS B&TC/FIRST BK CORP ,1453,SMB,492
LABETTE BK/LABETTE CTY BSHRS ,1454,SNM,492
FIRST MW BK OF POPLAR BLUFF/MIDWEST BC INC & AFFIL ESOP TR ,1455,SNM,492
CITIZENS BK OF KS/KING BSHRS ,1456,SMB,491
HOMETOWN BK/REDWOOD FNCL ,1457,SNM,490
COULEE BK/COULEE BSHRS ,1458,SNM,489
FIRST BK/FBD HC ,1459,SNM,489
CAPITAL CMNTY BK/CAPITAL CMNTY BC ,1460,SNM,489
FALLS CITY NB/ ,1461,NAT,488
GOLDEN ST BK/GOLDEN ST BC ,1462,SNM,487
SECURITY SVG BK/LARCH BC ,1463,SNM,487
FIRST ST B&TC/JORGENSON WILLISTON HC ,1464,SNM,486
GUARDIAN BK/WB&T BSHRS ,1465,SNM,485
APPLE RIVER ST BK/FIRST APPLE RIVER CORP ,1466,SNM,485
EDISON NB/EDISON BSHRS ,1467,NAT,484
CITIZENS BK/CITIZENS CORP ,1468,SNM,483
CENTRAL BK OF BRANSON/CENTRAL BANCOMPANY INC ,1469,SMB,483
CROSSROADS BK/FFW CORP ,1470,SNM,483
RAYNE ST B&TC/FINANCIAL CORP OF LA ,1471,SNM,482
PEOPLES EXCH BK/GENBEACH CO ,1472,SNM,481
COMMUNITY FIRST BK IN/COMMUNITY FIRST FC ,1473,SNM,481
BANK NA/NBM CORP ,1474,NAT,481
CALLAWAY BK/CALLAWAY SCTY BKS ,1475,SMB,481
FIRST FSB/FIRST BC OF INDIANA ,1476,SNM,481
CITIZENS BK OF FL/CITIZENS BC OF OVIEDO ,1477,SNM,480
HERITAGE BK NA/HERITAGE BSHRS GRP ,1478,NAT,480
FIRST ST BK/NORTON BSHRS ,1479,SNM,480
ANDREW JOHNSON BK/ANDREW JOHNSON BSHRS ,1480,SNM,479
REGIONAL MO BK/RMB BSHRS ,1481,SNM,479
FIRST SECURE CMNTY BK/FIRST SECURE BK GRP ,1482,SNM,478
FREEDOMBANK/FREEDOMBANK SHARES INC ESOP ,1483,SNM,477
FARMERS BK OF NORTHERN MO/NORTHERN MO BSHRS ,1484,SMB,477
INTERNATIONAL BK OF CMRC/INTERNATIONAL BSHRS CORP ,1485,SNM,477
COMMUNITY BK PICKENS CTY/COMMUNITY BK OF GA ,1486,SNM,476
FIRST NB/ ,1487,NAT,475
LEA CTY ST BK/LEA CTY BSHRS ,1488,SMB,475
AMERICAN NB/ANB HOLD ,1489,NAT,475
MADISON CTY BK/MADISON CTY FNCL ,1490,SMB,473
BANKNORTH/FIRST FC ,1491,SNM,473
FIRST NB/FNB CO ,1492,NAT,473
LEGENDS BK/LINN HC ,1493,SNM,473
JONESBORO ST BK/JONESBORO BSHRS ,1494,SNM,473
FIRST CMRL BK NA/FIRST CMRL FNCL CORP ,1495,NAT,472
CITY NB OF METROPOLIS/CITY NAT BANKCORP ,1496,NAT,472
NEWBANK/ ,1497,SNM,472
MARINE B&TC/MARINE BC OF FL ,1498,SNM,472
MARS BK/MARS BC ,1499,SNM,471
PHELPS CTY BK/PHELPS CTY BK ESOP ,1500,SNM,471
CITY FIRST BK OF DC NA/CITY FIRST ENT ,1501,NAT,471
FIRST ST BK OF ST CHARLES MO/FIRST ST BSHRS ,1502,SNM,471
STATE BK FNCL/FIRST BC ,1503,SMB,470
BANKVISTA/ABDO INV ,1504,SNM,470
FNB SOUTH/FIRST BSHRS OF THE SE ,1505,SNM,470
SURREY B&T/SURREY BC ,1506,SNM,470
BLUE SKY BK/NBC BSHRS ,1507,SMB,469
GIBSLAND B&TC/GIBSLAND BSHRS ,1508,SNM,469
TEXAS NB/MNB VENT ,1509,NAT,469
FARMERS B&TC/FARMERS BANCORP MARION KY ,1510,SNM,469
PORTAGE CMNTY BK/PORTAGE BSHRS ,1511,SMB,468
UNION NB/ELGIN BSHRS ,1512,NAT,468
ALDEN ST BK/ ,1513,SMB,467
STATE NB/SNB FNCL ,1514,NAT,467
GRAND BK/GRAND CAP CORP ,1515,SNM,467
EAGLE B&TC/STATE HOLDING CO ,1516,SMB,467
PLATINUM BK/PLATINUM BC ,1517,SNM,467
PACIFIC VALLEY BK/ ,1518,SNM,467
FIVE POINTS BK/HOMETOWN BC ,1519,SMB,466
MERCHANTS & FARMERS B&TC/MERCHANTS & FARMERS BSHRS ,1520,SNM,466
FIRST FIDELITY BK/FIDELITY CORP ,1521,SNM,466
ENGLEWOOD B&TC/CREWS BKG CORP ,1522,SNM,465
UNITED BK OF UNION/CARDINAL BC II ,1523,SNM,463
BANK OF KIRKSVILLE/ROCKHOLD BANCORP ,1524,SNM,463
NEW MILLENNIUM BK/NMB FC ,1525,SNM,462
FARMERS BK OF WILLARDS/ ,1526,SNM,462
ALL AMER BK/ ,1527,SNM,462
ONE AMER BK/ONE AMER FC ,1528,SNM,462
STERLING ST BK/STERLING FNCL GROUP ,1529,SNM,461
CITIZENS ST BK/HERKY HAWK FNCL CORP ,1530,SNM,461
IOWA ST BK/IOWA ST BHC ,1531,SNM,461
FIRST ST B&TC/FIRST STATE BANC INC CRB PLAN ,1532,SMB,460
GRAND RIVER BK/GRAND RIVER CMRC ,1533,SMB,460
POCA VALLEY BK/POCA VALLEY BSHRS ,1534,SNM,460
FLAGLER BK/FLAGLER BSHRS CORP ,1535,SMB,459
PATRIOT BK/SECURITY BC TN ,1536,SMB,459
PEACH ST B&TC/PEACH ST BSHRS ,1537,SNM,459
BRUNING BK/BRUNING BSHRS ,1538,SNM,459
COTTONPORT BK/MANSURA BSHRS ,1539,SNM,458
1ST ST BK/1ST ST FNCL ,1540,SNM,458
YAMPA VALLEY BK/ROUTT CTY BC ,1541,SNM,457
TRI-COUNTY BK/TRI-COUNTY BC ,1542,SMB,457
FARMERS & STOCKMENS BK/CENTRAL BC ,1543,SNM,457
LEGACY BK/ ,1544,SNM,457
FNB OXFORD BK/FIRST NATIONAL HC ,1545,SMB,457
BANK OF BARTLETT/WEST TENNESSEE BSHRS ,1546,SMB,456
CITY NB&TC/JRMB II ,1547,NAT,456
FOUR CORNERS CMNTY BK/ ,1548,SNM,456
CROSS KEYS BK/BSJ BSHRS ,1549,SNM,456
HOMEBANK/BYRON B WEBB ,1550,SNM,455
PS BK/PEOPLES LTD ,1551,SNM,454
AMERICAN B&TC NA/AMBANK HOLDS ,1552,NAT,454
CS BK/EUREKA BSHRS ,1553,SNM,454
AVB BK/ARKANSAS VALLEY BSHRS ,1554,SNM,453
NATIONAL BK OF COXSACKIE/NBC BC ,1555,NAT,453
HAMLIN B&TC/ ,1556,SNM,453
SEVIER CTY BK/SEVIER CTY BSHRS ,1557,SNM,452
GERMANTOWN T&SB/GERMANTOWN BANC CORP ,1558,SNM,452
BRADFORD NB/BRADFORD BANCORP ,1559,NAT,452
CLINTON NB/WJ YOUNG & CO ,1560,NAT,451
CITIZENS CMNTY BK/CITIZENS BANCORP ,1561,SNM,450
CITIZENS BK/EAST TX FC ,1562,SNM,449
FIRST MW BK OF DEXTER/MIDWEST BC INC & AFFIL ESOP TR ,1563,SNM,449
SAVIBANK/SAVI FC ,1564,SNM,449
FIRST SVC BK/FIRST SERVICE BSHRS ,1565,SNM,447
PEOPLES SVG BK/CENTRAL SOUTH BC ,1566,SNM,447
CENTURY BK/BANCORP OF LUCEDALE ,1567,SNM,447
KINGSTON NB/KINGSTON BSHRS ,1568,NAT,447
FNB CMNTY BK/FIRST VANDALIA CORP ,1569,SMB,447
HOME FED BK CORP/HFB FNCL CORP ,1570,SNM,447
DR BK/ALCAR ,1571,SNM,446
KARNES CTY NB/ ,1572,NAT,445
FIRST RESRC BK/ ,1573,SNM,444
CITIZENS ST BK/CITIZENS NAT CORP ,1574,SMB,442
BANK & TC/LBT BSHRS ,1575,SNM,442
CITIZENS BK OF GA/FORSYTH BSHRS ,1576,SNM,442
CITIZENS NB CHEBOYGAN/CNB CORP ,1577,NAT,442
FIRST NB OF SYRACUSE/LEGACY FNCL ,1578,NAT,441
NEFFS NB/NEFFS BC ,1579,NAT,441
NORTHMARK BK/ ,1580,SNM,441
LAKE AREA BK/WASECA BSHRS ,1581,SNM,441
MISSION VALLEY BK/MISSION VALLEY BC ,1582,SNM,441
BRENHAM NB/BRENHAM BSHRS ,1583,NAT,441
GOLDEN VALLEY BK/GOLDEN VALLEY BSHRS ,1584,SNM,440
DENISON ST BK/DENISON BSHRS ,1585,SNM,439
FIRST NB OF EAST TX/FIRST GILMER BSHRS ,1586,NAT,439
CBBC BK/TWIN CITIES FNCL SVC ,1587,SNM,439
FIRST NATIONS BK/ILLINOIS ST BC ,1588,SNM,439
NORTHEAST SCTY BK/INDEPENDENCE BSHRS ,1589,SNM,439
FIRST CR BK/ ,1590,SNM,438
FIRST UNITED B&TC/FIRST UNITED BANCORP ,1591,SNM,437
BANK OF GLEN BURNIE/GLEN BURNIE BC ,1592,SNM,437
BANK OF TX/TALL CITY BSHRS ,1593,SMB,437
LUMBEE GUARANTY BK/ ,1594,SNM,436
FARMERS & MERCHANTS BK/ ,1595,SMB,436
FARMERS & MRCH BK/KUJAWA FAM HOLDS ,1596,SMB,436
HIGHPOINT CMNTY BK/HCB FC ,1597,SNM,436
FIRST FARMERS & MRCHS BK/215 HC ,1598,SNM,436
CENTURY B&TC/CENTURY FC ,1599,SNM,436
FIRST MT BK/FIRST NBC ,1600,SMB,435
MANUFACTURERS B&TC/MBT CORP ,1601,SNM,435
BANK OF TESCOTT/TESCOTT BSHRS ,1602,SNM,435
FIRST NB/FIRST ALAMOGORDO BC NV ,1603,NAT,435
CENTRAL ST BK/CENTRAL ST BC ,1604,SMB,434
ENTERPRISE BK/ENTERPRISE HC ,1605,SMB,434
COMMERCIAL BK & TR OF PA/COMMERCIAL NAT FNCL CORP ,1606,SNM,434
GRATZ BK/GNB FNCL SVC ,1607,SNM,432
VICTORY BANK/VICTORY BC ,1608,SMB,432
PARTNERS BK OF CA/ ,1609,SNM,431
PREMIER CMNTY BK/MSB BC ,1610,SNM,430
FARMERS & MRCH UNION BK/JEWEL BOX FS ,1611,SNM,429
CHELSEA ST BK/CSB BC ,1612,SMB,429
ROCKY MNT BK/TETON FS ,1613,SMB,429
MOUND CITY BK/MOUND CITY FS ,1614,SNM,429
DELTA BK/CENTRAL LA CAP CORP ,1615,SNM,428
EQUITABLE BK/EQUITABLE FNCL CORP ,1616,SMB,428
WASHINGTON ST BK/WSB ,1617,SMB,427
OAK BK/OAK FNCL ,1618,SNM,427
LIBERTY NB/LIBERTY BSHRS ,1619,NAT,427
SECURITY ST BK/FINANCIAL SCTY CORP ,1620,SMB,426
PEOPLES SVGS BK OF RHINELAND/RHINELAND BSHRS ,1621,SNM,426
UNITED MW SVGS BK NA/MSB CAPITAL CORP ,1622,NAT,426
ALVA ST B&TC/GRACE INV CO ESOP ,1623,SNM,425
LEWIS & CLARK BK/LEWIS & CLARK BC ,1624,SNM,425
FIRST ROBINSON SB NA/FIRST ROBINSON FINANCIAL CORP ,1625,NAT,425
EVABANK/ ,1626,SNM,424
RSNB BK/RSNB BC ,1627,SMB,423
FIRST CMNTY BK/HARBOR SPRINGS FC ,1628,SMB,422
NATIONAL GRAND BK OF MARBLEH/GRAND BK CORP ,1629,NAT,421
BANK OF SANTA CLARITA/ ,1630,SNM,421
LINKBANK/LINKBANCORP ,1631,SNM,421
ENTERPRISE BK OF SC/ ,1632,SNM,421
GRINNELL ST BK/GRINNELL BSHRS ,1633,SNM,420
VILLAGE BK/VILLAGE BSHRS ,1634,SNM,420
TOUCHMARK NB/TOUCHMARK BSHRS ,1635,NAT,420
STUDIO BK/ ,1636,SNM,420
NEW WASHINGTON ST BK/NEW INDEPENDENT BSHRS ,1637,SNM,419
CHAMPLAIN NB/CHAMPLAIN BK CORP ,1638,NAT,419
FIRST SECURE B&TC/FIRST SECURE BK GRP ,1639,SNM,418
BANK OF ADVANCE/MILES BSHRS ,1640,SMB,418
STOCKMENS BK/FIRST BSHRS ,1641,SNM,418
TEXSTAR NB/TEXSTAR BSHRS ,1642,NAT,418
PEOPLES BK/PEOPLES BSHRS ,1643,SNM,417
NEW ERA BK/NEW ERA BC ,1644,SNM,417
ALLIANCE BK CENT TX/ABCT HOLD ,1645,SNM,417
MEGA BK/ ,1646,SNM,417
IOWA ST BK/CLARKEL ,1647,SNM,417
FIRST NB IN OLNEY/SUMMIT BSHRS ,1648,NAT,417
MAGNOLIA ST BK/MAGNOLIA ST CORP ,1649,SNM,416
LIBERTYVILLE SVG BK/VILLAGE INV CO ,1650,SNM,416
GOLD COAST BK/GC BC ,1651,SNM,416
UNISON BK/MCINTOSH CTY BHC ,1652,SNM,415
CITIZENS BK/CBC ,1653,SNM,415
FIRST ST BK OF LIVINGSTON/EAST TX BSHRS ,1654,SMB,415
FIRST NB OF CLARKSDALE/FIRST VALLEY NAT CORP ,1655,NAT,414
DUNDEE BK/MACKEY BANCO ,1656,SNM,414
MARINERS BK/MARINERS BC ,1657,SNM,414
PEOPLES B&TC/PEOPLES BANKTRUST ,1658,SNM,414
GLENWOOD ST BK/ ,1659,SNM,413
FARMERS & MRCH BK OF SC/FMB OF SC BSHRS ,1660,SNM,413
FIRST NB IN DERIDDER/ ,1661,NAT,413
FIRST ST BK/FSB INV LLC ,1662,SNM,413
FIRST ST BK/FIRST STATE BKG CORP ,1663,SMB,413
COMMUNITY ST BK OF ORBISONIA/ORBISONIA CMNTY BC ,1664,SNM,412
COMMERCIAL BK/ ,1665,SNM,412
PIONEER CMRL BK/ ,1666,SNM,412
UNIBANK/U&I FNCL CORP ,1667,SMB,412
SAVINGS BK/SAVINGS BC ,1668,SNM,412
MNB BK/MNB FS ,1669,SMB,412
MIDWEST CMNTY BK/FREEPORT BSHRS ,1670,SNM,412
FIRST SOUTHWEST BK/FIRST SOUTHWEST BC ,1671,SNM,412
TEXAN BK NA/FRIENDSWOOD CAP CORP ,1672,NAT,411
BLACK HILLS CMNTY BK NA/BHCB HC ,1673,NAT,411
UNITED MS BK/SOUTHWEST SCTY ,1674,SNM,410
PARK RIDGE CMNTY BK/COMMUNITY BK CORP ,1675,SNM,410
FIRST NB IN CRESTON/NORTHWEST FC ,1676,NAT,410
NORTHVIEW BK/FINLAYSON BSHRS ,1677,SNM,410
FIRST CENTURY BK NA/FIRST CENTURY BC ,1678,NAT,410
LAMESA NB/ ,1679,NAT,410
PREMIER BK/PREMIER FC ,1680,SMB,409
BELMONT SVG BK/ ,1681,SNM,409
CITIZENS ST BK - LA CROSSE/CLAYTON BSHRS ,1682,SNM,408
NORTHERN ST BK/GATO HOLDINGS ,1683,SNM,408
GREENWOODS ST BK/GREENWOODS FNCL GRP ,1684,SNM,408
AMERICAN CMRC BK NA/AMERICAN CMRC BSHRS ,1685,NAT,406
FIRST FSB/NORTHEAST IN BC ,1686,SNM,406
INTERCREDIT BK NA/ ,1687,NAT,406
FARMERS SVGS BK/SOUTHERN WI BSHRS CORP ,1688,SNM,406
COMMUNITY B&TC/COMMUNITY BSHRS ESOP ,1689,SMB,406
BANKTENNESSEE/BANKTENNESSEE BSHRS ,1690,SMB,406
CITIZENS BK OF AMER/CBA BSHRS ,1691,SNM,405
FIRST TX BK/FIRST TX BC ,1692,SNM,405
FIRST NB/FULDA BC ,1693,NAT,404
VARO BK NA/VARO MONEY ,1694,NAT,403
BANK/DECATUR INV ,1695,SNM,403
PERSONS BKG CO/PERSONS BKG CO ,1696,SNM,403
5STAR BK/LITTLE LONDON BC ,1697,SNM,403
INSOUTH BK/INDEPENDENT SOUTH BSHRS ,1698,SMB,403
DEVON BK/DEVON BC ,1699,SNM,403
ROUNDBANK/WASECA BSHRS ,1700,SNM,403
MAQUOKETA ST BK/OHNWARD BSHRS ,1701,SMB,402
FIRST LIBERTY NB/FIRST LIBERTY NATL BSHRS ,1702,NAT,401
FIRST ST B&TC/TONGANOXIE BSHRS ,1703,SNM,401
SABAL PALM BK/SABAL PALM BC ,1704,SNM,400
GEORGIA CMNTY BK/GEORGIA CMNTY BC ,1705,SNM,399
SECURITY NB/SECURITY FS CORP ,1706,NAT,399
JEFFERSON SECURITY BK/ ,1707,SNM,398
FIRST NB&TC IRON MOUNTAIN/FNB BSHRS ,1708,NAT,398
MCBANK/GOLDTHWAITE BSHRS ,1709,SNM,398
CITIZENS ST BK/COMMUNITY BSHRS ,1710,SNM,398
UNICO BK/WASHCO BSHRS ,1711,SNM,398
DENALI ST BK/DENALI BC ,1712,SNM,398
